invoice_id,customer_id,plan,amount,currency,payment_status,payment_method,due_date,paid_date,refund_status
INV-002329,CUST-00448,Starter,283.64,USD,Paid,Credit Card,2025-10-27,2025-10-27,Not Requested
INV-002330,CUST-00448,Starter,283.64,USD,Paid,Credit Card,2025-11-26,2025-11-30,Not Requested
INV-002331,CUST-00448,Starter,283.64,USD,Paid,Credit Card,2025-12-26,2025-12-31,Not Requested
INV-002332,CUST-00448,Starter,283.64,USD,Paid,Credit Card,2026-01-25,2026-01-26,Not Requested
INV-002333,CUST-00448,Starter,283.64,USD,Paid,Credit Card,2026-02-24,2026-02-25,Not Requested
INV-002334,CUST-00448,Starter,283.64,USD,Paid,Credit Card,2026-03-26,2026-03-26,Not Requested
INV-002335,CUST-00448,Starter,283.64,USD,Paid,Credit Card,2026-04-25,2026-04-25,Not Requested
INV-002336,CUST-00448,Starter,283.64,USD,Paid,Credit Card,2026-05-25,2026-05-26,Not Requested
INV-002337,CUST-00448,Starter,283.64,USD,Paid,Credit Card,2026-06-24,2026-06-27,Not Requested
INV-002338,CUST-00448,Starter,283.64,USD,Paid,ACH Bank Transfer,2026-07-24,2026-07-28,Not Requested
INV-002339,CUST-00449,Starter,513.41,USD,Paid,Credit Card,2025-08-28,2025-08-28,Not Requested
INV-002340,CUST-00449,Starter,513.41,USD,Paid,ACH Bank Transfer,2025-09-27,2025-09-29,Not Requested
INV-002341,CUST-00449,Starter,513.41,USD,Paid,PayPal,2025-10-27,2025-10-30,Not Requested
INV-002342,CUST-00449,Starter,513.41,USD,Paid,Credit Card,2025-11-26,2025-11-30,Not Requested
INV-002343,CUST-00449,Starter,513.41,USD,Paid,Credit Card,2025-12-26,2025-12-26,Not Requested
INV-002344,CUST-00449,Starter,513.41,USD,Paid,Credit Card,2026-01-25,2026-01-27,Not Requested
INV-002345,CUST-00449,Starter,513.41,USD,Paid,Credit Card,2026-02-24,2026-03-01,Not Requested
INV-002346,CUST-00449,Starter,513.41,USD,Pending,Credit Card,2026-03-26,,Not Requested
INV-002347,CUST-00449,Starter,513.41,USD,Pending,Credit Card,2026-04-25,,Not Requested
INV-002348,CUST-00449,Starter,513.41,USD,Paid,PayPal,2026-05-25,2026-05-25,Not Requested
INV-002349,CUST-00449,Starter,513.41,USD,Paid,PayPal,2026-06-24,2026-06-24,Not Requested
INV-002350,CUST-00449,Starter,513.41,USD,Paid,Credit Card,2026-07-24,2026-07-28,Not Requested
INV-002351,CUST-00451,Starter,8607.61,AUD,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-002352,CUST-00452,Starter,7427.22,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-002353,CUST-00453,Starter,664.71,USD,Paid,Credit Card,2025-08-28,2025-08-29,Not Requested
INV-002354,CUST-00453,Starter,664.71,USD,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-002355,CUST-00453,Starter,664.71,USD,Paid,Credit Card,2025-10-27,2025-10-31,Not Requested
INV-002356,CUST-00453,Starter,664.71,USD,Pending,Credit Card,2025-11-26,,Not Requested
INV-002357,CUST-00453,Starter,664.71,USD,Paid,Credit Card,2025-12-26,2025-12-27,Not Requested
INV-002358,CUST-00453,Starter,664.71,USD,Paid,Credit Card,2026-01-25,2026-02-01,Not Requested
INV-002359,CUST-00453,Starter,664.71,USD,Paid,Credit Card,2026-02-24,2026-02-26,Not Requested
INV-002360,CUST-00453,Starter,664.71,USD,Paid,Credit Card,2026-03-26,2026-03-27,Not Requested
INV-002361,CUST-00453,Starter,664.71,USD,Paid,Credit Card,2026-04-25,2026-04-26,Not Requested
INV-002362,CUST-00453,Starter,664.71,USD,Paid,Credit Card,2026-05-25,2026-05-31,Not Requested
INV-002363,CUST-00453,Starter,664.71,USD,Paid,PayPal,2026-06-24,2026-06-27,Not Requested
INV-002364,CUST-00453,Starter,664.71,USD,Paid,PayPal,2026-07-24,2026-07-26,Not Requested
INV-002365,CUST-00454,Professional,2721.77,USD,Paid,Credit Card,2025-08-28,2025-08-29,Not Requested
INV-002366,CUST-00454,Professional,2721.77,USD,Paid,ACH Bank Transfer,2025-09-27,2025-09-29,Not Requested
INV-002367,CUST-00454,Professional,2721.77,USD,Paid,Credit Card,2025-10-27,2025-10-27,Not Requested
INV-002368,CUST-00454,Professional,2721.77,USD,Paid,Credit Card,2025-11-26,2025-11-28,Not Requested
INV-002369,CUST-00454,Professional,2721.77,USD,Paid,Credit Card,2025-12-26,2026-01-01,Not Requested
INV-002370,CUST-00454,Professional,2721.77,USD,Paid,Credit Card,2026-01-25,2026-01-25,Not Requested
INV-002371,CUST-00454,Professional,2721.77,USD,Paid,Credit Card,2026-02-24,2026-02-26,Not Requested
INV-002372,CUST-00454,Professional,2721.77,USD,Paid,PayPal,2026-03-26,2026-04-01,Not Requested
INV-002373,CUST-00454,Professional,2721.77,USD,Paid,ACH Bank Transfer,2026-04-25,2026-04-28,Not Requested
INV-002374,CUST-00454,Professional,2721.77,USD,Paid,ACH Bank Transfer,2026-05-25,2026-05-26,Not Requested
INV-002375,CUST-00454,Professional,2721.77,USD,Paid,Credit Card,2026-06-24,2026-06-28,Not Requested
INV-002376,CUST-00454,Professional,2721.77,USD,Paid,ACH Bank Transfer,2026-07-24,2026-07-26,Not Requested
INV-002377,CUST-00455,Professional,37582.24,CAD,Paid,Credit Card,2025-08-28,2025-08-28,Not Requested
INV-002378,CUST-00456,Professional,87147.71,CAD,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-002379,CUST-00457,Professional,116139.91,USD,Paid,Credit Card,2025-08-28,2025-09-01,Not Requested
INV-002380,CUST-00458,Starter,367.8,USD,Paid,Credit Card,2025-08-28,2025-09-01,Not Requested
INV-002381,CUST-00458,Starter,367.8,USD,Paid,Credit Card,2025-09-27,2025-09-29,Not Requested
INV-002382,CUST-00458,Starter,367.8,USD,Pending,Credit Card,2025-10-27,,Not Requested
INV-002383,CUST-00458,Starter,367.8,USD,Paid,Credit Card,2025-11-26,2025-11-29,Not Requested
INV-002384,CUST-00458,Starter,367.8,USD,Pending,Credit Card,2025-12-26,,Not Requested
INV-002385,CUST-00458,Starter,367.8,USD,Paid,Credit Card,2026-01-25,2026-01-29,Not Requested
INV-002386,CUST-00458,Starter,367.8,USD,Paid,Credit Card,2026-02-24,2026-03-02,Not Requested
INV-002387,CUST-00458,Starter,367.8,USD,Paid,Credit Card,2026-03-26,2026-03-29,Not Requested
INV-002388,CUST-00458,Starter,367.8,USD,Paid,Credit Card,2026-04-25,2026-04-29,Not Requested
INV-002389,CUST-00458,Starter,367.8,USD,Paid,Credit Card,2026-05-25,2026-05-25,Not Requested
INV-002390,CUST-00458,Starter,367.8,USD,Paid,Credit Card,2026-06-24,2026-06-26,Not Requested
INV-002391,CUST-00458,Starter,367.8,USD,Refunded,Credit Card,2026-07-24,2026-07-24,Requested
INV-002392,CUST-00459,Starter,450.14,EUR,Paid,Credit Card,2025-08-28,2025-09-01,Not Requested
INV-002393,CUST-00459,Starter,450.14,EUR,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-002394,CUST-00459,Starter,450.14,EUR,Paid,Credit Card,2025-10-27,2025-11-01,Not Requested
INV-002395,CUST-00459,Starter,450.14,EUR,Paid,Credit Card,2025-11-26,2025-12-02,Not Requested
INV-002396,CUST-00459,Starter,450.14,EUR,Paid,Credit Card,2025-12-26,2025-12-26,Not Requested
INV-002397,CUST-00459,Starter,450.14,EUR,Paid,PayPal,2026-01-25,2026-01-26,Not Requested
INV-002398,CUST-00459,Starter,450.14,EUR,Paid,Credit Card,2026-02-24,2026-03-01,Not Requested
INV-002399,CUST-00459,Starter,450.14,EUR,Pending,Credit Card,2026-03-26,,Not Requested
INV-002400,CUST-00459,Starter,450.14,EUR,Paid,Credit Card,2026-04-25,2026-04-26,Not Requested
INV-002401,CUST-00459,Starter,450.14,EUR,Paid,Credit Card,2026-05-25,2026-05-27,Not Requested
INV-002402,CUST-00459,Starter,450.14,EUR,Paid,Credit Card,2026-06-24,2026-07-01,Not Requested
INV-002403,CUST-00459,Starter,450.14,EUR,Paid,Credit Card,2026-07-24,2026-07-29,Not Requested
INV-002404,CUST-00460,Starter,110.93,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-002405,CUST-00460,Starter,110.93,USD,Paid,Credit Card,2025-09-27,2025-09-29,Not Requested
INV-002406,CUST-00460,Starter,110.93,USD,Paid,Credit Card,2025-10-27,2025-11-01,Not Requested
INV-002407,CUST-00460,Starter,110.93,USD,Paid,Credit Card,2025-11-26,2025-11-27,Not Requested
INV-002408,CUST-00460,Starter,110.93,USD,Paid,Credit Card,2025-12-26,2025-12-30,Not Requested
INV-002409,CUST-00460,Starter,110.93,USD,Paid,Credit Card,2026-01-25,2026-02-01,Not Requested
INV-002410,CUST-00460,Starter,110.93,USD,Paid,Credit Card,2026-02-24,2026-02-28,Not Requested
INV-002411,CUST-00460,Starter,110.93,USD,Paid,Credit Card,2026-03-26,2026-03-26,Not Requested
INV-002412,CUST-00460,Starter,110.93,USD,Paid,Credit Card,2026-04-25,2026-05-01,Not Requested
INV-002413,CUST-00460,Starter,110.93,USD,Paid,Credit Card,2026-05-25,2026-05-28,Not Requested
INV-002414,CUST-00460,Starter,110.93,USD,Paid,Credit Card,2026-06-24,2026-06-25,Not Requested
INV-002415,CUST-00460,Starter,110.93,USD,Failed,Credit Card,2026-07-24,,Not Requested
INV-002416,CUST-00461,Starter,1005.67,USD,Paid,Credit Card,2025-08-28,2025-09-02,Not Requested
INV-002417,CUST-00462,Starter,536.52,USD,Paid,PayPal,2025-08-28,2025-09-01,Not Requested
INV-002418,CUST-00462,Starter,536.52,USD,Paid,Credit Card,2025-09-27,2025-09-27,Not Requested
INV-002419,CUST-00462,Starter,536.52,USD,Failed,Credit Card,2025-10-27,,Not Requested
INV-002420,CUST-00462,Starter,536.52,USD,Paid,Credit Card,2025-11-26,2025-12-01,Not Requested
INV-002421,CUST-00462,Starter,536.52,USD,Paid,Credit Card,2025-12-26,2026-01-06,Not Requested
INV-002422,CUST-00462,Starter,536.52,USD,Paid,Credit Card,2026-01-25,2026-01-26,Not Requested
INV-002423,CUST-00462,Starter,536.52,USD,Failed,Credit Card,2026-02-24,,Not Requested
INV-002424,CUST-00462,Starter,536.52,USD,Paid,PayPal,2026-03-26,2026-03-26,Not Requested
INV-002425,CUST-00462,Starter,536.52,USD,Paid,Credit Card,2026-04-25,2026-04-28,Not Requested
INV-002426,CUST-00462,Starter,536.52,USD,Paid,Credit Card,2026-05-25,2026-05-25,Not Requested
INV-002427,CUST-00462,Starter,536.52,USD,Paid,Credit Card,2026-06-24,2026-06-24,Not Requested
INV-002428,CUST-00462,Starter,536.52,USD,Paid,Credit Card,2026-07-24,2026-07-24,Not Requested
INV-002429,CUST-00463,Professional,1787.33,USD,Paid,ACH Bank Transfer,2025-08-28,2025-09-01,Not Requested
INV-002430,CUST-00463,Professional,1787.33,USD,Paid,Credit Card,2025-09-27,2025-09-27,Not Requested
INV-002431,CUST-00463,Professional,1787.33,USD,Paid,ACH Bank Transfer,2025-10-27,2025-11-01,Not Requested
INV-002432,CUST-00463,Professional,1787.33,USD,Paid,ACH Bank Transfer,2025-11-26,2025-11-29,Not Requested
INV-002433,CUST-00463,Professional,1787.33,USD,Paid,Credit Card,2025-12-26,2025-12-30,Not Requested
INV-002434,CUST-00463,Professional,1787.33,USD,Failed,Credit Card,2026-01-25,,Not Requested
INV-002435,CUST-00463,Professional,1787.33,USD,Paid,Credit Card,2026-02-24,2026-02-27,Not Requested
INV-002436,CUST-00463,Professional,1787.33,USD,Paid,Credit Card,2026-03-26,2026-03-30,Not Requested
INV-002437,CUST-00463,Professional,1787.33,USD,Paid,Credit Card,2026-04-25,2026-04-27,Not Requested
INV-002438,CUST-00463,Professional,1787.33,USD,Paid,Credit Card,2026-05-25,2026-05-28,Not Requested
INV-002439,CUST-00463,Professional,1787.33,USD,Paid,Credit Card,2026-06-24,2026-06-27,Not Requested
INV-002440,CUST-00463,Professional,1787.33,USD,Paid,Credit Card,2026-07-24,2026-07-29,Not Requested
INV-002441,CUST-00464,Starter,163.32,USD,Paid,Credit Card,2025-08-28,2025-09-04,Not Requested
INV-002442,CUST-00464,Starter,163.32,USD,Paid,Credit Card,2025-09-27,2025-10-01,Not Requested
INV-002443,CUST-00464,Starter,163.32,USD,Paid,Credit Card,2025-10-27,2025-10-31,Not Requested
INV-002444,CUST-00464,Starter,163.32,USD,Paid,Credit Card,2025-11-26,2025-11-26,Not Requested
INV-002445,CUST-00464,Starter,163.32,USD,Paid,Credit Card,2025-12-26,2025-12-27,Not Requested
INV-002446,CUST-00464,Starter,163.32,USD,Paid,Credit Card,2026-01-25,2026-01-27,Not Requested
INV-002447,CUST-00464,Starter,163.32,USD,Paid,Credit Card,2026-02-24,2026-03-01,Not Requested
INV-002448,CUST-00464,Starter,163.32,USD,Paid,Credit Card,2026-03-26,2026-03-28,Not Requested
INV-002449,CUST-00464,Starter,163.32,USD,Paid,Credit Card,2026-04-25,2026-04-25,Not Requested
INV-002450,CUST-00464,Starter,163.32,USD,Paid,Credit Card,2026-05-25,2026-05-25,Not Requested
INV-002451,CUST-00464,Starter,163.32,USD,Paid,Credit Card,2026-06-24,2026-06-29,Not Requested
INV-002452,CUST-00464,Starter,163.32,USD,Paid,PayPal,2026-07-24,2026-07-27,Not Requested
INV-002453,CUST-00465,Enterprise,847740.56,USD,Paid,ACH Bank Transfer,2025-11-01,2025-11-01,Not Requested
INV-002454,CUST-00466,Professional,99788.29,USD,Paid,ACH Bank Transfer,2025-08-28,2025-09-03,Not Requested
INV-002455,CUST-00467,Starter,607.31,USD,Paid,Credit Card,2025-08-28,2025-09-01,Not Requested
INV-002456,CUST-00467,Starter,607.31,USD,Failed,Credit Card,2025-09-27,,Requested
INV-002457,CUST-00467,Starter,607.31,USD,Paid,Credit Card,2025-10-27,2025-11-01,Not Requested
INV-002458,CUST-00467,Starter,607.31,USD,Paid,Credit Card,2025-11-26,2025-11-30,Not Requested
INV-002459,CUST-00467,Starter,607.31,USD,Paid,PayPal,2025-12-26,2025-12-28,Not Requested
INV-002460,CUST-00467,Starter,607.31,USD,Failed,Credit Card,2026-01-25,,Not Requested
INV-002461,CUST-00467,Starter,607.31,USD,Paid,Credit Card,2026-02-24,2026-02-27,Not Requested
INV-002462,CUST-00467,Starter,607.31,USD,Paid,Credit Card,2026-03-26,2026-03-30,Not Requested
INV-002463,CUST-00467,Starter,607.31,USD,Paid,Credit Card,2026-04-25,2026-04-27,Not Requested
INV-002464,CUST-00467,Starter,607.31,USD,Paid,Credit Card,2026-05-25,2026-05-28,Not Requested
INV-002465,CUST-00467,Starter,607.31,USD,Paid,Credit Card,2026-06-24,2026-06-26,Not Requested
INV-002466,CUST-00467,Starter,607.31,USD,Paid,Credit Card,2026-07-24,2026-07-25,Not Requested
INV-002467,CUST-00469,Starter,419.68,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-002468,CUST-00469,Starter,419.68,USD,Failed,Credit Card,2025-09-27,,Not Requested
INV-002469,CUST-00469,Starter,419.68,USD,Paid,Credit Card,2025-10-27,2025-10-27,Not Requested
INV-002470,CUST-00469,Starter,419.68,USD,Paid,Credit Card,2025-11-26,2025-11-29,Not Requested
INV-002471,CUST-00469,Starter,419.68,USD,Paid,Credit Card,2025-12-26,2026-01-01,Not Requested
INV-002472,CUST-00469,Starter,419.68,USD,Paid,Credit Card,2026-01-25,2026-01-27,Not Requested
INV-002473,CUST-00469,Starter,419.68,USD,Paid,Credit Card,2026-02-24,2026-02-24,Not Requested
INV-002474,CUST-00469,Starter,419.68,USD,Paid,Credit Card,2026-03-26,2026-03-29,Not Requested
INV-002475,CUST-00469,Starter,419.68,USD,Paid,Credit Card,2026-04-25,2026-04-27,Not Requested
INV-002476,CUST-00469,Starter,419.68,USD,Paid,Credit Card,2026-05-25,2026-05-30,Not Requested
INV-002477,CUST-00469,Starter,419.68,USD,Paid,Credit Card,2026-06-24,2026-06-24,Not Requested
INV-002478,CUST-00469,Starter,419.68,USD,Failed,ACH Bank Transfer,2026-07-24,,Not Requested
INV-002479,CUST-00472,Starter,334.21,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-002480,CUST-00472,Starter,334.21,USD,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-002481,CUST-00472,Starter,334.21,USD,Paid,Credit Card,2025-10-27,2025-11-01,Not Requested
INV-002482,CUST-00472,Starter,334.21,USD,Paid,Credit Card,2025-11-26,2025-12-02,Not Requested
INV-002483,CUST-00472,Starter,334.21,USD,Paid,Credit Card,2025-12-26,2025-12-31,Not Requested
INV-002484,CUST-00472,Starter,334.21,USD,Paid,PayPal,2026-01-25,2026-01-25,Not Requested
INV-002485,CUST-00472,Starter,334.21,USD,Paid,Credit Card,2026-02-24,2026-02-25,Not Requested
INV-002486,CUST-00472,Starter,334.21,USD,Paid,PayPal,2026-03-26,2026-03-27,Not Requested
INV-002487,CUST-00472,Starter,334.21,USD,Paid,Credit Card,2026-04-25,2026-04-25,Not Requested
INV-002488,CUST-00472,Starter,334.21,USD,Paid,Credit Card,2026-05-25,2026-05-28,Not Requested
INV-002489,CUST-00472,Starter,334.21,USD,Paid,ACH Bank Transfer,2026-06-24,2026-06-24,Not Requested
INV-002490,CUST-00472,Starter,334.21,USD,Paid,Credit Card,2026-07-24,2026-07-29,Not Requested
INV-002491,CUST-00473,Starter,488.11,USD,Paid,Credit Card,2025-11-06,2025-11-08,Not Requested
INV-002492,CUST-00473,Starter,488.11,USD,Paid,Credit Card,2025-12-06,2025-12-06,Not Requested
INV-002493,CUST-00473,Starter,488.11,USD,Paid,Credit Card,2026-01-05,2026-01-07,Not Requested
INV-002494,CUST-00473,Starter,488.11,USD,Refunded,PayPal,2026-02-04,2026-02-06,Approved - Refunded
INV-002495,CUST-00474,Professional,4763.11,USD,Paid,Credit Card,2025-08-28,2025-08-28,Not Requested
INV-002496,CUST-00475,Starter,519.06,USD,Paid,ACH Bank Transfer,2025-08-28,2025-08-28,Not Requested
INV-002497,CUST-00475,Starter,519.06,USD,Paid,Credit Card,2025-09-27,2025-09-27,Not Requested
INV-002498,CUST-00475,Starter,519.06,USD,Pending,PayPal,2025-10-27,,Not Requested
INV-002499,CUST-00475,Starter,519.06,USD,Paid,Credit Card,2025-11-26,2025-11-30,Not Requested
INV-002500,CUST-00475,Starter,519.06,USD,Paid,Credit Card,2025-12-26,2025-12-27,Not Requested
INV-002501,CUST-00475,Starter,519.06,USD,Paid,Credit Card,2026-01-25,2026-01-30,Not Requested
INV-002502,CUST-00475,Starter,519.06,USD,Paid,Credit Card,2026-02-24,2026-02-28,Not Requested
INV-002503,CUST-00475,Starter,519.06,USD,Paid,Credit Card,2026-03-26,2026-03-26,Not Requested
INV-002504,CUST-00475,Starter,519.06,USD,Paid,Credit Card,2026-04-25,2026-04-29,Not Requested
INV-002505,CUST-00475,Starter,519.06,USD,Paid,Credit Card,2026-05-25,2026-05-29,Not Requested
INV-002506,CUST-00475,Starter,519.06,USD,Paid,Credit Card,2026-06-24,2026-06-25,Not Requested
INV-002507,CUST-00475,Starter,519.06,USD,Refunded,Credit Card,2026-07-24,2026-07-28,Approved - Refunded
INV-002508,CUST-00476,Enterprise,1781307.8,USD,Paid,Wire Transfer,2025-08-28,2025-08-28,Not Requested
INV-002509,CUST-00477,Professional,80452.79,EUR,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-002510,CUST-00478,Starter,426.59,USD,Paid,Credit Card,2025-08-28,2025-08-29,Not Requested
INV-002511,CUST-00478,Starter,426.59,USD,Paid,Credit Card,2025-09-27,2025-10-03,Not Requested
INV-002512,CUST-00478,Starter,426.59,USD,Failed,Credit Card,2025-10-27,,Not Requested
INV-002513,CUST-00478,Starter,426.59,USD,Paid,Credit Card,2025-11-26,2025-11-26,Not Requested
INV-002514,CUST-00478,Starter,426.59,USD,Paid,PayPal,2025-12-26,2025-12-27,Not Requested
INV-002515,CUST-00478,Starter,426.59,USD,Failed,Credit Card,2026-01-25,,Not Requested
INV-002516,CUST-00478,Starter,426.59,USD,Paid,Credit Card,2026-02-24,2026-02-28,Not Requested
INV-002517,CUST-00478,Starter,426.59,USD,Paid,PayPal,2026-03-26,2026-03-29,Not Requested
INV-002518,CUST-00478,Starter,426.59,USD,Refunded,Credit Card,2026-04-25,2026-04-28,Denied
INV-002519,CUST-00478,Starter,426.59,USD,Paid,Credit Card,2026-05-25,2026-05-28,Not Requested
INV-002520,CUST-00478,Starter,426.59,USD,Paid,Credit Card,2026-06-24,2026-06-24,Not Requested
INV-002521,CUST-00478,Starter,426.59,USD,Paid,Credit Card,2026-07-24,2026-07-24,Not Requested
INV-002522,CUST-00479,Professional,17720.18,EUR,Paid,PayPal,2025-08-28,2025-09-06,Not Requested
INV-002523,CUST-00480,Starter,603.34,USD,Paid,ACH Bank Transfer,2025-08-28,2025-08-30,Not Requested
INV-002524,CUST-00480,Starter,603.34,USD,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-002525,CUST-00480,Starter,603.34,USD,Pending,Credit Card,2025-10-27,,Not Requested
INV-002526,CUST-00480,Starter,603.34,USD,Paid,Credit Card,2025-11-26,2025-11-27,Not Requested
INV-002527,CUST-00480,Starter,603.34,USD,Paid,Credit Card,2025-12-26,2025-12-29,Not Requested
INV-002528,CUST-00480,Starter,603.34,USD,Paid,Credit Card,2026-01-25,2026-01-25,Not Requested
INV-002529,CUST-00480,Starter,603.34,USD,Paid,ACH Bank Transfer,2026-02-24,2026-02-24,Not Requested
INV-002530,CUST-00480,Starter,603.34,USD,Paid,Credit Card,2026-03-26,2026-03-26,Not Requested
INV-002531,CUST-00480,Starter,603.34,USD,Paid,Credit Card,2026-04-25,2026-04-25,Not Requested
INV-002532,CUST-00480,Starter,603.34,USD,Paid,Credit Card,2026-05-25,2026-05-29,Not Requested
INV-002533,CUST-00480,Starter,603.34,USD,Paid,Credit Card,2026-06-24,2026-06-24,Not Requested
INV-002534,CUST-00480,Starter,603.34,USD,Paid,Credit Card,2026-07-24,2026-07-27,Not Requested
INV-002535,CUST-00481,Professional,14314.14,USD,Paid,ACH Bank Transfer,2025-08-28,2025-08-31,Not Requested
INV-002536,CUST-00482,Starter,669.95,USD,Paid,Credit Card,2025-08-28,2025-08-28,Not Requested
INV-002537,CUST-00482,Starter,669.95,USD,Paid,Credit Card,2025-09-27,2025-09-27,Not Requested
INV-002538,CUST-00482,Starter,669.95,USD,Paid,Credit Card,2025-10-27,2025-10-30,Not Requested
INV-002539,CUST-00482,Starter,669.95,USD,Paid,Credit Card,2025-11-26,2025-11-28,Not Requested
INV-002540,CUST-00482,Starter,669.95,USD,Paid,PayPal,2025-12-26,2025-12-27,Not Requested
INV-002541,CUST-00482,Starter,669.95,USD,Failed,Credit Card,2026-01-25,,Not Requested
INV-002542,CUST-00482,Starter,669.95,USD,Paid,Credit Card,2026-02-24,2026-02-24,Not Requested
INV-002543,CUST-00482,Starter,669.95,USD,Paid,Credit Card,2026-03-26,2026-03-28,Not Requested
INV-002544,CUST-00482,Starter,669.95,USD,Paid,Credit Card,2026-04-25,2026-04-28,Not Requested
INV-002545,CUST-00482,Starter,669.95,USD,Failed,Credit Card,2026-05-25,,Not Requested
INV-002546,CUST-00482,Starter,669.95,USD,Paid,Credit Card,2026-06-24,2026-06-24,Not Requested
INV-002547,CUST-00482,Starter,669.95,USD,Failed,Credit Card,2026-07-24,,Not Requested
INV-002548,CUST-00483,Starter,423.8,USD,Pending,Credit Card,2025-08-28,,Not Requested
INV-002549,CUST-00483,Starter,423.8,USD,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-002550,CUST-00483,Starter,423.8,USD,Paid,Credit Card,2025-10-27,2025-10-31,Not Requested
INV-002551,CUST-00483,Starter,423.8,USD,Paid,Credit Card,2025-11-26,2025-11-27,Not Requested
INV-002552,CUST-00483,Starter,423.8,USD,Paid,Credit Card,2025-12-26,2025-12-27,Not Requested
INV-002553,CUST-00483,Starter,423.8,USD,Paid,Credit Card,2026-01-25,2026-01-27,Not Requested
INV-002554,CUST-00483,Starter,423.8,USD,Paid,Credit Card,2026-02-24,2026-02-24,Not Requested
INV-002555,CUST-00483,Starter,423.8,USD,Paid,Credit Card,2026-03-26,2026-03-29,Not Requested
INV-002556,CUST-00483,Starter,423.8,USD,Paid,Credit Card,2026-04-25,2026-05-02,Not Requested
INV-002557,CUST-00483,Starter,423.8,USD,Refunded,Credit Card,2026-05-25,2026-05-29,Requested
INV-002558,CUST-00483,Starter,423.8,USD,Refunded,Credit Card,2026-06-24,2026-06-24,Requested
INV-002559,CUST-00483,Starter,423.8,USD,Paid,Credit Card,2026-07-24,2026-07-25,Not Requested
INV-002560,CUST-00486,Professional,3566.37,EUR,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-002561,CUST-00486,Professional,3566.37,EUR,Paid,Credit Card,2025-09-27,2025-09-27,Not Requested
INV-002562,CUST-00486,Professional,3566.37,EUR,Paid,Credit Card,2025-10-27,2025-10-28,Not Requested
INV-002563,CUST-00486,Professional,3566.37,EUR,Paid,ACH Bank Transfer,2025-11-26,2025-12-01,Not Requested
INV-002564,CUST-00486,Professional,3566.37,EUR,Paid,PayPal,2025-12-26,2026-01-03,Not Requested
INV-002565,CUST-00486,Professional,3566.37,EUR,Paid,PayPal,2026-01-25,2026-01-28,Not Requested
INV-002566,CUST-00486,Professional,3566.37,EUR,Paid,Credit Card,2026-02-24,2026-03-01,Not Requested
INV-002567,CUST-00486,Professional,3566.37,EUR,Paid,Credit Card,2026-03-26,2026-03-26,Not Requested
INV-002568,CUST-00486,Professional,3566.37,EUR,Paid,ACH Bank Transfer,2026-04-25,2026-04-25,Not Requested
INV-002569,CUST-00486,Professional,3566.37,EUR,Paid,Credit Card,2026-05-25,2026-05-28,Not Requested
INV-002570,CUST-00486,Professional,3566.37,EUR,Paid,ACH Bank Transfer,2026-06-24,2026-06-28,Not Requested
INV-002571,CUST-00486,Professional,3566.37,EUR,Paid,Credit Card,2026-07-24,2026-07-31,Not Requested
INV-002572,CUST-00488,Starter,154.15,USD,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-002573,CUST-00488,Starter,154.15,USD,Paid,Credit Card,2025-09-27,2025-09-27,Not Requested
INV-002574,CUST-00488,Starter,154.15,USD,Paid,Credit Card,2025-10-27,2025-10-30,Not Requested
INV-002575,CUST-00488,Starter,154.15,USD,Paid,Credit Card,2025-11-26,2025-11-27,Not Requested
INV-002576,CUST-00488,Starter,154.15,USD,Paid,Credit Card,2025-12-26,2025-12-30,Not Requested
INV-002577,CUST-00488,Starter,154.15,USD,Paid,Credit Card,2026-01-25,2026-01-26,Not Requested
INV-002578,CUST-00488,Starter,154.15,USD,Paid,Credit Card,2026-02-24,2026-02-25,Not Requested
INV-002579,CUST-00488,Starter,154.15,USD,Paid,PayPal,2026-03-26,2026-03-29,Not Requested
INV-002580,CUST-00488,Starter,154.15,USD,Refunded,Credit Card,2026-04-25,2026-04-28,Requested
INV-002581,CUST-00488,Starter,154.15,USD,Paid,Credit Card,2026-05-25,2026-05-25,Not Requested
INV-002582,CUST-00488,Starter,154.15,USD,Paid,Credit Card,2026-06-24,2026-06-24,Not Requested
INV-002583,CUST-00488,Starter,154.15,USD,Paid,Credit Card,2026-07-24,2026-07-24,Not Requested
INV-002584,CUST-00491,Starter,721.45,AUD,Paid,Credit Card,2025-08-28,2025-09-02,Not Requested
INV-002585,CUST-00491,Starter,721.45,AUD,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
