request_id,customer_id,customer_plan,product_id,product_name,category,title,description,submitted_date,status,priority,votes,assigned_product_manager
FR-00231,CUST-00643,Professional,P004,CloudDesk API Platform,Developer Experience,Official Python SDK client library,"We're currently wrapping the REST API ourselves in Python. An official, maintained client library would reduce our maintenance burden.",2026-01-27,Shipped,High,10,Emily Dominguez
FR-00232,CUST-00833,Professional,P003,CloudDesk Analytics,Dashboards,Dashboard version history and rollback,"When someone edits a shared dashboard's layout, we'd like to be able to see prior versions and roll back if the change wasn't an improvement.",2026-03-17,Duplicate,High,1,Jason Sherman
FR-00233,CUST-00325,Starter,P002,CloudDesk Tickets,Automation,Conditional logic within a single automation rule,We'd like to combine multiple AND/OR conditions within one automation rule rather than needing to build several separate rules to achieve the same outcome.,2026-07-24,Under Review,Low,1,
FR-00234,CUST-00282,Starter,P004,CloudDesk API Platform,Rate Limits,Burst allowance above the steady-state rate limit,Our usage is generally well within limits but spikes briefly during specific automated jobs. A short burst allowance would avoid unnecessary 429 errors.,2025-03-22,Under Review,Low,16,
FR-00235,CUST-00829,Starter,P002,CloudDesk Tickets,Integrations,Two-way tag sync with our project management tool,Currently tags only sync to the linked issue at creation time. We'd like tags added after the fact to sync automatically as well.,2026-05-04,Declined,High,1,Pamela Berry
FR-00236,CUST-00669,Professional,P004,CloudDesk API Platform,Documentation,"Interactive, runnable code samples in multiple languages",The current code samples are helpful but only in a couple of languages. Runnable examples in more languages would speed up our integration work.,2026-08-02,Under Review,Low,1,Donna Baird
FR-00237,CUST-00411,Enterprise,P004,CloudDesk API Platform,Bulk Operations,Asynchronous bulk export job status via webhook instead of polling,We currently poll for large export job completion. A webhook notification when a bulk job finishes would be more efficient for us.,2025-11-24,Planned,Low,9,Kelly Golden
FR-00238,CUST-00926,Starter,P003,CloudDesk Analytics,Export,More frequent data warehouse export scheduling,The current export schedule options aren't frequent enough for our near-real-time internal reporting needs. We'd like an hourly option.,2024-12-08,Duplicate,Low,17,Pamela Berry
FR-00239,CUST-00810,Enterprise,P002,CloudDesk Tickets,Integrations,Two-way tag sync with our project management tool,Currently tags only sync to the linked issue at creation time. We'd like tags added after the fact to sync automatically as well.,2024-02-26,Under Review,Medium,47,
FR-00240,CUST-00221,Professional,P005,CloudDesk Mobile,Accessibility,Improved screen reader support throughout the app,"We have a team member who relies on a screen reader, and several screens in the app aren't fully navigable with it currently.",2026-02-04,In Progress,Low,7,Kelly Golden
FR-00241,CUST-00788,Professional,P004,CloudDesk API Platform,Documentation,"Interactive, runnable code samples in multiple languages",The current code samples are helpful but only in a couple of languages. Runnable examples in more languages would speed up our integration work.,2026-05-28,Duplicate,Low,11,Jason Sherman
FR-00242,CUST-00106,Starter,P005,CloudDesk Mobile,Notifications,Per-team notification profiles,We support multiple product lines from one account and would like different notification rules depending on which team a ticket belongs to.,2025-12-15,Under Review,Medium,3,John Williams
FR-00243,CUST-00873,Professional,P005,CloudDesk Mobile,UI/UX,Widget or home screen shortcut for quick status toggling,Switching availability status currently requires opening the app fully. A home screen widget for quick status toggling would save time between calls.,2025-08-27,Under Review,Medium,5,
FR-00244,CUST-00762,Starter,P002,CloudDesk Tickets,Custom Fields,Field-level permissions on custom fields,"Some of our custom fields contain sensitive account information that only certain roles should be able to view or edit, not just ticket-level permissions.",2025-01-16,Planned,Low,25,Donna Baird
FR-00245,CUST-00394,Professional,P003,CloudDesk Analytics,Mobile,Fuller reporting detail available in the mobile snapshot,The mobile performance snapshot is helpful but too condensed for some of our quick decision-making. We'd like a middle-ground detail level.,2025-04-16,Declined,Low,17,Emily Dominguez
FR-00246,CUST-00119,Professional,P002,CloudDesk Tickets,UI/UX,Keyboard-only workflow for reviewing and merging duplicate tickets,Merging duplicates currently requires several clicks per pair. A faster keyboard-driven review flow would help during high-volume periods.,2026-04-01,Shipped,Medium,10,Pamela Berry
FR-00247,CUST-00275,Starter,P002,CloudDesk Tickets,UI/UX,Keyboard-only workflow for reviewing and merging duplicate tickets,Merging duplicates currently requires several clicks per pair. A faster keyboard-driven review flow would help during high-volume periods.,2025-03-27,Under Review,Medium,24,
FR-00248,CUST-00166,Professional,P004,CloudDesk API Platform,Documentation,"Interactive, runnable code samples in multiple languages",The current code samples are helpful but only in a couple of languages. Runnable examples in more languages would speed up our integration work.,2025-07-20,Duplicate,Medium,9,Jason Sherman
FR-00249,CUST-00743,Starter,P005,CloudDesk Mobile,Notifications,Per-team notification profiles,We support multiple product lines from one account and would like different notification rules depending on which team a ticket belongs to.,2024-04-19,Duplicate,Low,31,John Williams
FR-00250,CUST-00507,Starter,P001,CloudDesk Chat,Mobile SDK,In-app chat SDK support for React Native,Our mobile app is built in React Native and the current SDK only has native iOS/Android options. A React Native wrapper would save significant engineering time.,2025-12-06,Under Review,High,18,
FR-00251,CUST-00089,Professional,P002,CloudDesk Tickets,Integrations,Two-way tag sync with our project management tool,Currently tags only sync to the linked issue at creation time. We'd like tags added after the fact to sync automatically as well.,2025-04-23,Planned,High,24,Emily Dominguez
FR-00252,CUST-00332,Starter,P003,CloudDesk Analytics,Export,More frequent data warehouse export scheduling,The current export schedule options aren't frequent enough for our near-real-time internal reporting needs. We'd like an hourly option.,2026-07-24,Under Review,High,1,
FR-00253,CUST-00975,Starter,P003,CloudDesk Analytics,Reporting,Custom metric builder beyond the standard metric definitions,"We'd like to define our own calculated metrics (for example, a weighted composite score) rather than being limited to the standard, pre-defined metric set.",2026-08-01,Under Review,Low,2,
FR-00254,CUST-00051,Professional,P002,CloudDesk Tickets,UI/UX,Keyboard-only workflow for reviewing and merging duplicate tickets,Merging duplicates currently requires several clicks per pair. A faster keyboard-driven review flow would help during high-volume periods.,2024-08-04,Planned,High,35,John Williams
FR-00255,CUST-00613,Starter,P001,CloudDesk Chat,Widget Customization,Full custom CSS control over the chat widget,"We'd like more granular styling control over the chat widget beyond the current color and logo options, ideally full CSS override support for advanced branding needs.",2024-12-24,Planned,Low,24,Jason Sherman
FR-00256,CUST-00906,Starter,P001,CloudDesk Chat,UI/UX,Ability to preview widget on an actual staging URL before publishing,The live preview panel is helpful but doesn't reflect our actual site's CSS conflicts. A way to preview against a real staging URL would catch issues earlier.,2026-07-30,Under Review,High,5,
FR-00257,CUST-00158,Starter,P002,CloudDesk Tickets,Bulk Actions,Higher bulk action limits on Professional,"Our seasonal cleanup requires bulk-updating several thousand tickets at once, and the current Professional limit requires us to break this into many batches.",2026-03-10,Duplicate,Medium,18,Pamela Berry
FR-00258,CUST-00869,Starter,P005,CloudDesk Mobile,Offline,Fuller offline mode covering more than draft composition,"We'd like to view more cached ticket history and take more actions while fully offline, not just compose a reply for later sending.",2025-09-27,Under Review,High,19,Pamela Berry
FR-00259,CUST-00710,Professional,P005,CloudDesk Mobile,UI/UX,Widget or home screen shortcut for quick status toggling,Switching availability status currently requires opening the app fully. A home screen widget for quick status toggling would save time between calls.,2024-04-26,Planned,High,36,Emily Dominguez
FR-00260,CUST-00625,Professional,P002,CloudDesk Tickets,Automation,Conditional logic within a single automation rule,We'd like to combine multiple AND/OR conditions within one automation rule rather than needing to build several separate rules to achieve the same outcome.,2025-11-10,In Progress,Medium,16,John Williams
FR-00261,CUST-00731,Starter,P002,CloudDesk Tickets,Automation,Conditional logic within a single automation rule,We'd like to combine multiple AND/OR conditions within one automation rule rather than needing to build several separate rules to achieve the same outcome.,2025-12-23,Duplicate,Low,9,Jason Sherman
FR-00262,CUST-00464,Starter,P005,CloudDesk Mobile,Notifications,Per-team notification profiles,We support multiple product lines from one account and would like different notification rules depending on which team a ticket belongs to.,2025-10-05,Under Review,Low,20,
FR-00263,CUST-00838,Enterprise,P004,CloudDesk API Platform,Sandbox,"Sandbox environment available on Professional, not just Enterprise",We're not yet at Enterprise scale but still want a safe environment to test integration changes before they touch production data.,2024-06-09,In Progress,Medium,40,Kelly Golden
FR-00264,CUST-00424,Starter,P005,CloudDesk Mobile,Notifications,Per-team notification profiles,We support multiple product lines from one account and would like different notification rules depending on which team a ticket belongs to.,2025-01-08,Planned,Medium,24,Pamela Berry
FR-00265,CUST-00102,Professional,P004,CloudDesk API Platform,Webhooks,Webhook event filtering by tag or custom field value,We only care about a subset of ticket events based on a specific tag. Being able to filter webhook subscriptions server-side would reduce noise on our end.,2025-09-20,Planned,Medium,8,Pamela Berry
FR-00266,CUST-00443,Professional,P005,CloudDesk Mobile,Analytics,Push notification when a specific metric on the mobile snapshot changes significantly,"We'd like an optional push alert when our mobile-visible performance snapshot shows an unusual shift, similar to desktop threshold alerts.",2025-02-01,Under Review,Low,19,
FR-00267,CUST-00304,Starter,P001,CloudDesk Chat,Multi-language,Multi-language widget support on the Starter plan,Our team is small but multilingual. Being limited to a single widget language on Starter is a blocker even though we don't need the rest of Professional yet.,2024-03-10,Planned,Low,39,Jason Sherman
FR-00268,CUST-00411,Enterprise,P005,CloudDesk Mobile,Accessibility,Improved screen reader support throughout the app,"We have a team member who relies on a screen reader, and several screens in the app aren't fully navigable with it currently.",2025-03-03,Under Review,High,27,Jason Sherman
FR-00269,CUST-00096,Professional,P002,CloudDesk Tickets,Automation,Conditional logic within a single automation rule,We'd like to combine multiple AND/OR conditions within one automation rule rather than needing to build several separate rules to achieve the same outcome.,2025-11-25,Declined,Low,16,Emily Dominguez
FR-00270,CUST-00122,Starter,P003,CloudDesk Analytics,Mobile,Fuller reporting detail available in the mobile snapshot,The mobile performance snapshot is helpful but too condensed for some of our quick decision-making. We'd like a middle-ground detail level.,2025-09-30,In Progress,Medium,27,Donna Baird
FR-00271,CUST-00539,Enterprise,P005,CloudDesk Mobile,Offline,Fuller offline mode covering more than draft composition,"We'd like to view more cached ticket history and take more actions while fully offline, not just compose a reply for later sending.",2026-01-23,Declined,Low,16,Jason Sherman
FR-00272,CUST-00207,Starter,P003,CloudDesk Analytics,Mobile,Fuller reporting detail available in the mobile snapshot,The mobile performance snapshot is helpful but too condensed for some of our quick decision-making. We'd like a middle-ground detail level.,2026-05-29,Duplicate,Medium,1,Jason Sherman
FR-00273,CUST-00794,Starter,P003,CloudDesk Analytics,Dashboards,Dashboard version history and rollback,"When someone edits a shared dashboard's layout, we'd like to be able to see prior versions and roll back if the change wasn't an improvement.",2025-05-24,Under Review,Low,29,
FR-00274,CUST-00440,Starter,P004,CloudDesk API Platform,Rate Limits,Burst allowance above the steady-state rate limit,Our usage is generally well within limits but spikes briefly during specific automated jobs. A short burst allowance would avoid unnecessary 429 errors.,2026-05-06,Duplicate,Medium,6,Jason Sherman
FR-00275,CUST-00363,Enterprise,P001,CloudDesk Chat,Mobile SDK,In-app chat SDK support for React Native,Our mobile app is built in React Native and the current SDK only has native iOS/Android options. A React Native wrapper would save significant engineering time.,2024-11-28,Under Review,Medium,25,John Williams
FR-00276,CUST-00812,Starter,P004,CloudDesk API Platform,Rate Limits,Burst allowance above the steady-state rate limit,Our usage is generally well within limits but spikes briefly during specific automated jobs. A short burst allowance would avoid unnecessary 429 errors.,2025-06-26,Under Review,High,18,Emily Dominguez
FR-00277,CUST-00605,Professional,P001,CloudDesk Chat,Automation,Proactive triggers based on cart abandonment specifically,Right now proactive triggers are time- and page-based. A trigger condition specifically for items sitting in an abandoned cart for X minutes would help our e-commerce use case.,2024-03-05,Declined,High,35,Jason Sherman
FR-00278,CUST-00259,Enterprise,P003,CloudDesk Analytics,Mobile,Fuller reporting detail available in the mobile snapshot,The mobile performance snapshot is helpful but too condensed for some of our quick decision-making. We'd like a middle-ground detail level.,2024-07-07,Duplicate,Low,31,Donna Baird
FR-00279,CUST-00897,Starter,P005,CloudDesk Mobile,Security,Support for hardware security keys as a biometric lock alternative,"Some of our regulated-industry agents use hardware security keys rather than device biometrics, and we'd like that as a supported unlock method.",2026-04-18,Duplicate,High,3,Jason Sherman
FR-00280,CUST-00672,Professional,P005,CloudDesk Mobile,Offline,Fuller offline mode covering more than draft composition,"We'd like to view more cached ticket history and take more actions while fully offline, not just compose a reply for later sending.",2026-05-18,Declined,Medium,1,Donna Baird
FR-00281,CUST-01000,Professional,P001,CloudDesk Chat,Integrations,Native integration with our specific e-commerce platform,"We use a smaller, regional e-commerce platform that isn't in the current integration marketplace. Would like to see native support rather than building our own via the API.",2025-10-31,Duplicate,Medium,18,Kelly Golden
FR-00282,CUST-00904,Enterprise,P005,CloudDesk Mobile,Analytics,Push notification when a specific metric on the mobile snapshot changes significantly,"We'd like an optional push alert when our mobile-visible performance snapshot shows an unusual shift, similar to desktop threshold alerts.",2025-06-02,Declined,Low,24,Emily Dominguez
FR-00283,CUST-00419,Starter,P002,CloudDesk Tickets,Reporting,Backlog aging report broken out by tag,"We'd like to see how long tickets with a specific tag sit in the backlog on average, not just overall backlog age.",2024-02-12,Under Review,Medium,34,
FR-00284,CUST-00073,Starter,P004,CloudDesk API Platform,Webhooks,Webhook event filtering by tag or custom field value,We only care about a subset of ticket events based on a specific tag. Being able to filter webhook subscriptions server-side would reduce noise on our end.,2025-12-02,Duplicate,Medium,1,Jason Sherman
FR-00285,CUST-00715,Starter,P003,CloudDesk Analytics,Export,More frequent data warehouse export scheduling,The current export schedule options aren't frequent enough for our near-real-time internal reporting needs. We'd like an hourly option.,2024-05-19,Duplicate,Low,21,Donna Baird
FR-00286,CUST-00943,Professional,P001,CloudDesk Chat,Automation,Proactive triggers based on cart abandonment specifically,Right now proactive triggers are time- and page-based. A trigger condition specifically for items sitting in an abandoned cart for X minutes would help our e-commerce use case.,2026-06-03,Duplicate,High,2,Jason Sherman
FR-00287,CUST-00991,Enterprise,P002,CloudDesk Tickets,SLA,"SLA targets that vary by customer tier, not just priority","We'd like our SLA rules to also factor in the requesting customer's account tier, not only the ticket's priority level.",2026-05-23,Declined,Medium,7,John Williams
FR-00288,CUST-00453,Starter,P003,CloudDesk Analytics,Alerts,"Threshold alerts based on rate of change, not just absolute value","We'd like to be alerted when a metric changes rapidly (e.g., a 30% jump in an hour) rather than only when it crosses a fixed absolute threshold.",2025-07-04,Declined,Low,22,Kelly Golden
FR-00289,CUST-00885,Professional,P002,CloudDesk Tickets,Automation,Conditional logic within a single automation rule,We'd like to combine multiple AND/OR conditions within one automation rule rather than needing to build several separate rules to achieve the same outcome.,2025-01-21,Shipped,Low,11,Kelly Golden
FR-00290,CUST-00575,Professional,P005,CloudDesk Mobile,Accessibility,Improved screen reader support throughout the app,"We have a team member who relies on a screen reader, and several screens in the app aren't fully navigable with it currently.",2025-03-23,Declined,High,21,Kelly Golden
FR-00291,CUST-00710,Professional,P001,CloudDesk Chat,Widget Customization,Full custom CSS control over the chat widget,"We'd like more granular styling control over the chat widget beyond the current color and logo options, ideally full CSS override support for advanced branding needs.",2025-11-16,In Progress,Medium,11,Pamela Berry
FR-00292,CUST-00852,Professional,P002,CloudDesk Tickets,UI/UX,Keyboard-only workflow for reviewing and merging duplicate tickets,Merging duplicates currently requires several clicks per pair. A faster keyboard-driven review flow would help during high-volume periods.,2024-11-10,Planned,High,34,Jason Sherman
FR-00293,CUST-00018,Starter,P004,CloudDesk API Platform,Sandbox,"Sandbox environment available on Professional, not just Enterprise",We're not yet at Enterprise scale but still want a safe environment to test integration changes before they touch production data.,2026-04-07,In Progress,High,12,John Williams
FR-00294,CUST-00475,Starter,P004,CloudDesk API Platform,Webhooks,Webhook event filtering by tag or custom field value,We only care about a subset of ticket events based on a specific tag. Being able to filter webhook subscriptions server-side would reduce noise on our end.,2025-05-18,Under Review,Medium,8,Kelly Golden
FR-00295,CUST-00452,Starter,P003,CloudDesk Analytics,Alerts,"Threshold alerts based on rate of change, not just absolute value","We'd like to be alerted when a metric changes rapidly (e.g., a 30% jump in an hour) rather than only when it crosses a fixed absolute threshold.",2025-04-20,Shipped,High,25,Jason Sherman
FR-00296,CUST-00238,Professional,P001,CloudDesk Chat,Widget Customization,Full custom CSS control over the chat widget,"We'd like more granular styling control over the chat widget beyond the current color and logo options, ideally full CSS override support for advanced branding needs.",2024-02-17,Planned,Medium,34,Kelly Golden
FR-00297,CUST-00973,Professional,P005,CloudDesk Mobile,Analytics,Push notification when a specific metric on the mobile snapshot changes significantly,"We'd like an optional push alert when our mobile-visible performance snapshot shows an unusual shift, similar to desktop threshold alerts.",2026-05-25,Planned,Critical,1,Emily Dominguez
FR-00298,CUST-00309,Professional,P001,CloudDesk Chat,Reporting,Chat-specific abandonment rate metric,"We'd like to see a report showing how many chat sessions are started but abandoned before an agent responds, broken out by time of day.",2026-02-15,Under Review,High,5,
FR-00299,CUST-00476,Enterprise,P003,CloudDesk Analytics,Dashboards,Dashboard version history and rollback,"When someone edits a shared dashboard's layout, we'd like to be able to see prior versions and roll back if the change wasn't an improvement.",2024-11-04,Duplicate,High,34,Jason Sherman
FR-00300,CUST-00323,Professional,P003,CloudDesk Analytics,Dashboards,Dashboard version history and rollback,"When someone edits a shared dashboard's layout, we'd like to be able to see prior versions and roll back if the change wasn't an improvement.",2026-07-30,Under Review,Low,1,Kelly Golden
FR-00301,CUST-00696,Starter,P003,CloudDesk Analytics,Alerts,"Threshold alerts based on rate of change, not just absolute value","We'd like to be alerted when a metric changes rapidly (e.g., a 30% jump in an hour) rather than only when it crosses a fixed absolute threshold.",2026-02-22,Duplicate,Low,15,John Williams
FR-00302,CUST-00464,Starter,P002,CloudDesk Tickets,Automation,Conditional logic within a single automation rule,We'd like to combine multiple AND/OR conditions within one automation rule rather than needing to build several separate rules to achieve the same outcome.,2026-02-05,Declined,Medium,6,Emily Dominguez
FR-00303,CUST-00183,Professional,P002,CloudDesk Tickets,Reporting,Backlog aging report broken out by tag,"We'd like to see how long tickets with a specific tag sit in the backlog on average, not just overall backlog age.",2024-07-02,In Progress,High,29,Jason Sherman
FR-00304,CUST-00178,Starter,P005,CloudDesk Mobile,Accessibility,Improved screen reader support throughout the app,"We have a team member who relies on a screen reader, and several screens in the app aren't fully navigable with it currently.",2025-08-26,Planned,Low,18,Kelly Golden
FR-00305,CUST-00444,Professional,P005,CloudDesk Mobile,Notifications,Per-team notification profiles,We support multiple product lines from one account and would like different notification rules depending on which team a ticket belongs to.,2025-06-16,Planned,Medium,14,Donna Baird
FR-00306,CUST-00491,Starter,P001,CloudDesk Chat,Multi-language,Multi-language widget support on the Starter plan,Our team is small but multilingual. Being limited to a single widget language on Starter is a blocker even though we don't need the rest of Professional yet.,2024-12-22,Under Review,Medium,37,John Williams
FR-00307,CUST-00223,Starter,P004,CloudDesk API Platform,Documentation,"Interactive, runnable code samples in multiple languages",The current code samples are helpful but only in a couple of languages. Runnable examples in more languages would speed up our integration work.,2025-10-20,Planned,Medium,10,Kelly Golden
FR-00308,CUST-00414,Professional,P002,CloudDesk Tickets,Automation,Conditional logic within a single automation rule,We'd like to combine multiple AND/OR conditions within one automation rule rather than needing to build several separate rules to achieve the same outcome.,2025-08-15,Under Review,Medium,18,
FR-00309,CUST-00424,Starter,P003,CloudDesk Analytics,Reporting,Custom metric builder beyond the standard metric definitions,"We'd like to define our own calculated metrics (for example, a weighted composite score) rather than being limited to the standard, pre-defined metric set.",2025-10-23,Declined,Medium,3,Pamela Berry
FR-00310,CUST-00738,Professional,P002,CloudDesk Tickets,Reporting,Backlog aging report broken out by tag,"We'd like to see how long tickets with a specific tag sit in the backlog on average, not just overall backlog age.",2025-06-24,Planned,Medium,10,John Williams
FR-00311,CUST-00431,Professional,P003,CloudDesk Analytics,Export,More frequent data warehouse export scheduling,The current export schedule options aren't frequent enough for our near-real-time internal reporting needs. We'd like an hourly option.,2026-08-03,Under Review,Medium,1,Emily Dominguez
FR-00312,CUST-00028,Starter,P005,CloudDesk Mobile,Accessibility,Improved screen reader support throughout the app,"We have a team member who relies on a screen reader, and several screens in the app aren't fully navigable with it currently.",2026-03-17,Planned,High,7,Jason Sherman
FR-00313,CUST-00964,Enterprise,P004,CloudDesk API Platform,Sandbox,"Sandbox environment available on Professional, not just Enterprise",We're not yet at Enterprise scale but still want a safe environment to test integration changes before they touch production data.,2026-05-18,Declined,Low,12,Kelly Golden
FR-00314,CUST-00342,Professional,P002,CloudDesk Tickets,Custom Fields,Field-level permissions on custom fields,"Some of our custom fields contain sensitive account information that only certain roles should be able to view or edit, not just ticket-level permissions.",2025-07-29,Declined,High,16,Donna Baird
FR-00315,CUST-00312,Enterprise,P003,CloudDesk Analytics,Reporting,Custom metric builder beyond the standard metric definitions,"We'd like to define our own calculated metrics (for example, a weighted composite score) rather than being limited to the standard, pre-defined metric set.",2025-07-10,Shipped,High,19,Donna Baird
FR-00316,CUST-00668,Starter,P004,CloudDesk API Platform,Webhooks,Webhook event filtering by tag or custom field value,We only care about a subset of ticket events based on a specific tag. Being able to filter webhook subscriptions server-side would reduce noise on our end.,2024-07-27,Planned,High,33,Emily Dominguez
FR-00317,CUST-00828,Starter,P003,CloudDesk Analytics,Reporting,Custom metric builder beyond the standard metric definitions,"We'd like to define our own calculated metrics (for example, a weighted composite score) rather than being limited to the standard, pre-defined metric set.",2024-09-25,In Progress,Medium,22,Donna Baird
FR-00318,CUST-00023,Enterprise,P001,CloudDesk Chat,Multi-language,Multi-language widget support on the Starter plan,Our team is small but multilingual. Being limited to a single widget language on Starter is a blocker even though we don't need the rest of Professional yet.,2024-01-13,In Progress,Medium,44,Jason Sherman
FR-00319,CUST-00545,Professional,P001,CloudDesk Chat,Automation,Proactive triggers based on cart abandonment specifically,Right now proactive triggers are time- and page-based. A trigger condition specifically for items sitting in an abandoned cart for X minutes would help our e-commerce use case.,2024-04-29,Under Review,Medium,26,Jason Sherman
FR-00320,CUST-00833,Professional,P002,CloudDesk Tickets,UI/UX,Keyboard-only workflow for reviewing and merging duplicate tickets,Merging duplicates currently requires several clicks per pair. A faster keyboard-driven review flow would help during high-volume periods.,2024-06-02,Shipped,Medium,38,Donna Baird
