ticket_id,customer_id,created_date,priority,department,category,subject,message,assigned_agent,resolution,status,sentiment,resolution_time,escalation
TKT-002256,CUST-00656,2019-07-14 04:32,Urgent,Billing,Billing,Trial converted to paid unexpectedly,We have a question about our billing — we were charged even though we believed we were still within our trial period. Could someone from your billing team clarify this for us?,Noah Bennett,Issue identified as a DNS propagation delay; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Negative,2.4,No
TKT-002257,CUST-00374,2015-11-08 10:57,Normal,Technical Support,Mobile,Push notifications not arriving on mobile,One of our agents is having trouble with CloudDesk Mobile — one of our agents isn't receiving push notifications for new assignments. Let us know if there's a setting we're missing.,Sarah Chen,Resolved after updating configuration — upgrading to the appropriate plan tier. Customer confirmed resolution.,Resolved,Neutral,10.8,No
TKT-002258,CUST-00407,2026-07-14 21:05,High,Security,Security,IP allowlisting not permitting access,"We have a security-related question or request — our IP allowlist is blocking legitimate traffic from a newly added office location. Given the nature of this, we'd appreciate a prompt response.",Ava Thompson,Issue identified as a misconfigured routing rule; resolved by waiting for propagation and reverifying. Confirmed working with the customer.,Resolved,Negative,5.2,Yes
TKT-002259,CUST-00065,2026-04-30 16:51,Low,Security,Security,IP allowlisting not permitting access,"We have a security-related question or request — our IP allowlist is blocking legitimate traffic from a newly added office location. Given the nature of this, we'd appreciate a prompt response.",Freya Lindqvist,Escalated internally; engineering confirmed a caching delay and applied updating the relevant configuration setting.,Resolved,Negative,45.6,No
TKT-002260,CUST-00070,2026-08-03 07:02,High,Technical Support,Api Platform,Pagination returning duplicate records,"We're integrating with the CloudDesk API Platform and running into an issue — iterating through paginated ticket results is returning the same record twice. Here's what we've checked on our end so far, but wanted to confirm with your team.",Priya Desai,Provided documentation and guided customer through clearing cached data and reloading to address a caching delay.,Closed,Positive,8.5,Yes
TKT-002261,CUST-00842,2021-04-04 01:55,Normal,Onboarding,Onboarding,Guidance on configuring SLA targets,We're in the process of setting up Corvex Cloud and could use some guidance — we need guidance on setting appropriate SLA targets for our team's priority levels. Happy to hop on a call if that's easier.,Noah Bennett,,Open,Neutral,,No
TKT-002262,CUST-00721,2024-10-24 17:58,High,Product & Feature Requests,Feature Request,Requesting bulk action improvements,We wanted to pass along a feature suggestion — a higher bulk action limit on our current plan tier for large-scale ticket cleanup. This would make a meaningful difference for our team's workflow.,Mia Rodriguez,Walked the customer through clearing cached data and reloading. Root cause was a misconfigured routing rule.,Closed,Neutral,8.4,No
TKT-002263,CUST-00517,2025-03-07 03:18,Low,Billing,Billing,Trial converted to paid unexpectedly,We have a question about our billing — we were charged even though we believed we were still within our trial period. Could someone from your billing team clarify this for us?,Nora Kowalski,Issue identified as an expired authentication token; resolved by correcting the field identifier reference. Confirmed working with the customer.,Resolved,Neutral,40.5,No
TKT-002264,CUST-00679,2025-10-06 12:42,Normal,Account Management,Account Admin,Requesting account ownership transfer,We need some help managing our account — our account owner is leaving the company and we need to transfer ownership. Let us know what you need from us to get this handled.,Yuki Tanaka,Escalated internally; engineering confirmed a DNS propagation delay and applied updating the relevant configuration setting.,Resolved,Neutral,21.2,No
TKT-002265,CUST-00777,2020-11-23 12:47,Normal,Product & Feature Requests,Feature Request,Would like multi-brand support on lower tier,"We wanted to pass along a feature suggestion — multi-brand widget support currently limited to Enterprise, which is a stretch for our team size. This would make a meaningful difference for our team's workflow.",Noah Bennett,Resolved after updating configuration — clearing cached data and reloading. Customer confirmed resolution.,Closed,Neutral,9.6,No
TKT-002266,CUST-00611,2026-06-06 06:23,High,Security,Security,Requesting SSO configuration assistance,"We have a security-related question or request — help finishing our SAML SSO configuration, since our test login isn't completing. Given the nature of this, we'd appreciate a prompt response.",Sam Delgado,Walked the customer through waiting for propagation and reverifying. Root cause was an expired authentication token.,Resolved,Negative,3.6,No
TKT-002267,CUST-00496,2026-01-20 18:08,High,Technical Support,Chat Widget,Widget displaying incorrectly on mobile,"Hi team, we're seeing an issue with the CloudDesk Chat widget on our site — the widget appears cut off and misaligned on mobile browsers. This started since our last update and is affecting our support queue. Can someone take a look?",Caleb Foster,Provided documentation and guided customer through adjusting the widget installation snippet to address a DNS propagation delay.,Resolved,Neutral,5.8,No
TKT-002268,CUST-00907,2026-04-10 12:08,Normal,Technical Support,Chat Widget,Widget displaying incorrectly on mobile,"Hi team, we're seeing an issue with the CloudDesk Chat widget on our site — the widget appears cut off and misaligned on mobile browsers. This started since our last update and is affecting our support queue. Can someone take a look?",Sarah Chen,Escalated internally; engineering confirmed an expired authentication token and applied waiting for propagation and reverifying.,Resolved,Neutral,42.3,No
TKT-002269,CUST-00674,2025-06-04 03:43,Urgent,Account Management,Account Admin,Request to deactivate former employee,We need some help managing our account — we need to deactivate a former employee's account as part of our offboarding process. Let us know what you need from us to get this handled.,Finn O'Brien,Provided documentation and guided customer through correcting the field identifier reference to address a browser extension conflict.,Resolved,Neutral,0.2,Yes
TKT-002270,CUST-00705,2024-06-17 06:36,Low,Product & Feature Requests,Feature Request,Requesting a new reporting feature,We wanted to pass along a feature suggestion — a way to schedule dashboard exports more frequently than the current options allow. This would make a meaningful difference for our team's workflow.,Lucia Ferrari,Walked the customer through correcting the field identifier reference. Root cause was a plan-tier feature limitation.,Closed,Neutral,46.0,No
TKT-002271,CUST-00636,2026-01-19 06:49,Low,Onboarding,Onboarding,Help setting up chat widget for the first time,We're in the process of setting up Corvex Cloud and could use some guidance — we're configuring the chat widget for the first time and want to confirm we're doing it correctly. Happy to hop on a call if that's easier.,Finn O'Brien,,Open,Positive,,No
TKT-002272,CUST-00041,2025-01-29 10:15,Normal,Billing,Billing,Requesting switch to annual billing,We have a question about our billing — we'd like to switch from monthly to annual billing to take advantage of the discount. Could someone from your billing team clarify this for us?,Leo Schneider,Walked the customer through waiting for propagation and reverifying. Root cause was an incorrect field mapping.,Resolved,Neutral,30.9,No
TKT-002273,CUST-00858,2026-02-13 20:16,Normal,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Amara Chukwu,,Pending,Negative,,No
TKT-002274,CUST-00545,2024-04-02 06:02,Normal,Billing,Billing,Requesting refund for duplicate charge,We have a question about our billing — we were charged twice for the same billing period and would like this corrected. Could someone from your billing team clarify this for us?,Amara Chukwu,,Pending,Positive,,No
TKT-002275,CUST-00059,2021-10-27 20:18,Normal,Onboarding,Onboarding,Guidance on configuring SLA targets,We're in the process of setting up Corvex Cloud and could use some guidance — we need guidance on setting appropriate SLA targets for our team's priority levels. Happy to hop on a call if that's easier.,Mia Rodriguez,Walked the customer through rotating the affected credential. Root cause was a misconfigured routing rule.,Resolved,Negative,30.0,No
TKT-002276,CUST-00200,2021-02-25 18:42,Normal,Product & Feature Requests,Feature Request,Requesting bulk action improvements,We wanted to pass along a feature suggestion — a higher bulk action limit on our current plan tier for large-scale ticket cleanup. This would make a meaningful difference for our team's workflow.,Diego Morales,Resolved after updating configuration — waiting for propagation and reverifying. Customer confirmed resolution.,Resolved,Negative,25.8,No
TKT-002277,CUST-00353,2021-02-13 15:44,Normal,Account Management,Account Admin,Question about custom role permissions,We need some help managing our account — we're not sure our custom role is configured with the correct set of permissions. Let us know what you need from us to get this handled.,Freya Lindqvist,Resolved after updating configuration — reauthorizing the integration. Customer confirmed resolution.,Resolved,Neutral,24.7,No
TKT-002278,CUST-00991,2023-11-17 15:58,Normal,Billing,Billing,Requesting refund for duplicate charge,We have a question about our billing — we were charged twice for the same billing period and would like this corrected. Could someone from your billing team clarify this for us?,Ravi Iyer,,Pending,Neutral,,No
TKT-002279,CUST-00047,2021-05-29 05:15,Normal,Account Management,Account Admin,Question about custom role permissions,We need some help managing our account — we're not sure our custom role is configured with the correct set of permissions. Let us know what you need from us to get this handled.,Ravi Iyer,Provided documentation and guided customer through waiting for propagation and reverifying to address an outdated integration credential.,Resolved,Negative,15.5,No
TKT-002280,CUST-00522,2023-11-24 21:11,Normal,Account Management,Account Admin,Requesting account ownership transfer,We need some help managing our account — our account owner is leaving the company and we need to transfer ownership. Let us know what you need from us to get this handled.,Finn O'Brien,Issue identified as an outdated integration credential; resolved by adjusting the widget installation snippet. Confirmed working with the customer.,Resolved,Negative,15.5,No
TKT-002281,CUST-00218,2022-06-08 13:58,Normal,Onboarding,Onboarding,Setting up first custom dashboard,We're in the process of setting up Corvex Cloud and could use some guidance — we're building our first custom dashboard and want guidance on best practices. Happy to hop on a call if that's easier.,Yuki Tanaka,,Open,Neutral,,No
TKT-002282,CUST-00404,2026-04-07 06:19,High,Product & Feature Requests,Feature Request,Requesting bulk action improvements,We wanted to pass along a feature suggestion — a higher bulk action limit on our current plan tier for large-scale ticket cleanup. This would make a meaningful difference for our team's workflow.,Noah Bennett,Walked the customer through updating the relevant configuration setting. Root cause was a caching delay.,Resolved,Neutral,9.9,Yes
TKT-002283,CUST-00954,2026-07-27 20:12,Normal,Technical Support,Account Access,SSO login failing,"We're having trouble accessing our account — SSO login redirects back to the login screen without completing authentication. This is blocking our team from working, so any urgency you can provide is appreciated.",Priya Desai,,Open,Negative,,No
TKT-002284,CUST-00090,2019-05-18 05:05,High,Technical Support,Api Platform,Webhook not delivering events,"We're integrating with the CloudDesk API Platform and running into an issue — our configured webhook endpoint isn't receiving any events at all. Here's what we've checked on our end so far, but wanted to confirm with your team.",Ava Thompson,Escalated internally; engineering confirmed a DNS propagation delay and applied reauthorizing the integration.,Resolved,Negative,0.2,No
TKT-002285,CUST-00533,2021-06-28 13:32,Low,Onboarding,Onboarding,Help setting up chat widget for the first time,We're in the process of setting up Corvex Cloud and could use some guidance — we're configuring the chat widget for the first time and want to confirm we're doing it correctly. Happy to hop on a call if that's easier.,Kwame Mensah,Escalated internally; engineering confirmed an outdated integration credential and applied upgrading to the appropriate plan tier.,Resolved,Negative,31.7,No
TKT-002286,CUST-00795,2026-07-30 12:44,Normal,Product & Feature Requests,Feature Request,Suggestion for chat widget customization,We wanted to pass along a feature suggestion — more granular control over chat widget font and spacing customization. This would make a meaningful difference for our team's workflow.,Mia Rodriguez,Resolved after updating configuration — waiting for propagation and reverifying. Customer confirmed resolution.,Resolved,Neutral,17.9,No
TKT-002287,CUST-00537,2023-04-16 05:43,Normal,Billing,Billing,Question about invoice charge,We have a question about our billing — a line item on our latest invoice doesn't match what we expected to be charged. Could someone from your billing team clarify this for us?,Finn O'Brien,Issue identified as an incorrect field mapping; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Neutral,40.3,No
TKT-002288,CUST-00881,2022-12-27 02:38,Low,Technical Support,Tickets Workflow,Ticket assignment rule not working,"We've run into a problem with CloudDesk Tickets — new tickets aren't being assigned to the right team despite our routing rule. Our team relies on this working correctly for day-to-day queue management, so any help is appreciated.",Owen Fitzgerald,Provided documentation and guided customer through clearing cached data and reloading to address a misconfigured routing rule.,Resolved,Negative,48.3,No
TKT-002289,CUST-00345,2025-03-17 08:25,Normal,Onboarding,Onboarding,Migrating historical tickets from previous platform,We're in the process of setting up Corvex Cloud and could use some guidance — we're migrating several years of historical tickets from our previous support platform. Happy to hop on a call if that's easier.,Victor Nguyen,Provided documentation and guided customer through correcting the field identifier reference to address a caching delay.,Closed,Negative,14.8,No
TKT-002290,CUST-00093,2024-05-07 09:07,High,Product & Feature Requests,Feature Request,Suggestion for chat widget customization,We wanted to pass along a feature suggestion — more granular control over chat widget font and spacing customization. This would make a meaningful difference for our team's workflow.,Finn O'Brien,Provided documentation and guided customer through adjusting the widget installation snippet to address a plan-tier feature limitation.,Resolved,Neutral,7.1,No
TKT-002291,CUST-00784,2026-07-08 06:47,Low,Product & Feature Requests,Feature Request,Suggestion for chat widget customization,We wanted to pass along a feature suggestion — more granular control over chat widget font and spacing customization. This would make a meaningful difference for our team's workflow.,Priya Desai,Escalated internally; engineering confirmed a caching delay and applied rotating the affected credential.,Resolved,Neutral,42.9,No
TKT-002292,CUST-00327,2025-01-31 05:44,High,Technical Support,Api Platform,Webhook not delivering events,"We're integrating with the CloudDesk API Platform and running into an issue — our configured webhook endpoint isn't receiving any events at all. Here's what we've checked on our end so far, but wanted to confirm with your team.",Zara Ahmed,Provided documentation and guided customer through rotating the affected credential to address an expired authentication token.,Resolved,Negative,9.5,Yes
TKT-002293,CUST-00508,2024-02-10 13:58,Normal,Billing,Billing,Question about invoice charge,We have a question about our billing — a line item on our latest invoice doesn't match what we expected to be charged. Could someone from your billing team clarify this for us?,Nora Kowalski,,Open,Positive,,No
TKT-002294,CUST-00762,2020-04-10 04:13,Normal,Technical Support,Account Access,IP allowlisting blocking access,"We're having trouble accessing our account — our IP allowlist seems to be blocking access from our own office network. This is blocking our team from working, so any urgency you can provide is appreciated.",Ava Thompson,,Open,Neutral,,No
TKT-002295,CUST-00287,2025-01-29 11:39,Normal,Billing,Billing,Requesting refund for duplicate charge,We have a question about our billing — we were charged twice for the same billing period and would like this corrected. Could someone from your billing team clarify this for us?,Leo Schneider,,Pending,Neutral,,No
TKT-002296,CUST-00408,2019-04-15 07:38,High,Onboarding,Onboarding,Guidance on configuring SLA targets,We're in the process of setting up Corvex Cloud and could use some guidance — we need guidance on setting appropriate SLA targets for our team's priority levels. Happy to hop on a call if that's easier.,Noah Bennett,Issue identified as a browser extension conflict; resolved by clearing cached data and reloading. Confirmed working with the customer.,Closed,Neutral,9.6,No
TKT-002297,CUST-00740,2024-10-05 17:39,High,Security,Security,IP allowlisting not permitting access,"We have a security-related question or request — our IP allowlist is blocking legitimate traffic from a newly added office location. Given the nature of this, we'd appreciate a prompt response.",Freya Lindqvist,Escalated internally; engineering confirmed a browser extension conflict and applied reauthorizing the integration.,Resolved,Positive,5.4,Yes
TKT-002298,CUST-00398,2019-11-19 18:18,Urgent,Billing,Billing,Update payment method on file,We have a question about our billing — we need to update the credit card on file before our next renewal date. Could someone from your billing team clarify this for us?,Noah Bennett,Escalated internally; engineering confirmed an outdated integration credential and applied reauthorizing the integration.,Resolved,Negative,0.4,No
TKT-002299,CUST-00956,2021-05-27 21:52,Urgent,Onboarding,Onboarding,Help setting up chat widget for the first time,We're in the process of setting up Corvex Cloud and could use some guidance — we're configuring the chat widget for the first time and want to confirm we're doing it correctly. Happy to hop on a call if that's easier.,Nora Kowalski,Escalated internally; engineering confirmed a caching delay and applied waiting for propagation and reverifying.,Closed,Negative,2.3,Yes
TKT-002300,CUST-00519,2025-08-12 15:13,High,Account Management,Account Admin,Reviewing our current plan usage,We need some help managing our account — we'd like a summary of our current seat and feature usage ahead of renewal. Let us know what you need from us to get this handled.,Ravi Iyer,,Pending,Neutral,,Yes
TKT-002301,CUST-00973,2020-10-27 19:43,Normal,Product & Feature Requests,Feature Request,Would like multi-brand support on lower tier,"We wanted to pass along a feature suggestion — multi-brand widget support currently limited to Enterprise, which is a stretch for our team size. This would make a meaningful difference for our team's workflow.",Chloe Martin,Escalated internally; engineering confirmed a plan-tier feature limitation and applied waiting for propagation and reverifying.,Resolved,Positive,18.6,No
TKT-002302,CUST-00543,2022-04-25 01:17,High,Technical Support,Chat Widget,Widget displaying incorrectly on mobile,"Hi team, we're seeing an issue with the CloudDesk Chat widget on our site — the widget appears cut off and misaligned on mobile browsers. This started over the weekend and is affecting our support queue. Can someone take a look?",Ava Thompson,Provided documentation and guided customer through waiting for propagation and reverifying to address a misconfigured routing rule.,Resolved,Negative,13.0,No
TKT-002303,CUST-00398,2019-04-26 16:05,Normal,Account Management,Account Admin,Need to add new agent seats,We need some help managing our account — we're onboarding several new hires and need to add agent seats to our account. Let us know what you need from us to get this handled.,Ethan Park,,Open,Neutral,,No
TKT-002304,CUST-00466,2025-03-23 01:55,High,Account Management,Account Admin,Reviewing our current plan usage,We need some help managing our account — we'd like a summary of our current seat and feature usage ahead of renewal. Let us know what you need from us to get this handled.,Isla Campbell,Escalated internally; engineering confirmed a misconfigured routing rule and applied correcting the field identifier reference.,Resolved,Neutral,4.8,No
TKT-002305,CUST-00407,2026-07-31 13:30,High,Security,Security,IP allowlisting not permitting access,"We have a security-related question or request — our IP allowlist is blocking legitimate traffic from a newly added office location. Given the nature of this, we'd appreciate a prompt response.",James Okafor,Issue identified as a DNS propagation delay; resolved by upgrading to the appropriate plan tier. Confirmed working with the customer.,Resolved,Neutral,1.2,No
TKT-002306,CUST-00481,2019-02-25 01:52,Normal,Billing,Billing,Need a copy of last invoice,We have a question about our billing — we need an itemized copy of our last invoice for our own accounting records. Could someone from your billing team clarify this for us?,Mia Rodriguez,Issue identified as an outdated integration credential; resolved by clearing cached data and reloading. Confirmed working with the customer.,Resolved,Neutral,14.2,No
TKT-002307,CUST-01000,2025-06-04 22:12,High,Onboarding,Onboarding,Help setting up chat widget for the first time,We're in the process of setting up Corvex Cloud and could use some guidance — we're configuring the chat widget for the first time and want to confirm we're doing it correctly. Happy to hop on a call if that's easier.,Amara Chukwu,Issue identified as an expired authentication token; resolved by rotating the affected credential. Confirmed working with the customer.,Resolved,Neutral,5.7,Yes
TKT-002308,CUST-00338,2024-03-29 14:38,Low,Account Management,Account Admin,Requesting account ownership transfer,We need some help managing our account — our account owner is leaving the company and we need to transfer ownership. Let us know what you need from us to get this handled.,Finn O'Brien,Issue identified as a caching delay; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Positive,36.8,No
TKT-002309,CUST-00028,2025-12-15 02:02,Low,Onboarding,Onboarding,Setting up first custom dashboard,We're in the process of setting up Corvex Cloud and could use some guidance — we're building our first custom dashboard and want guidance on best practices. Happy to hop on a call if that's easier.,Amara Chukwu,Issue identified as a plan-tier feature limitation; resolved by adjusting the widget installation snippet. Confirmed working with the customer.,Closed,Positive,21.9,No
TKT-002310,CUST-00581,2021-02-26 21:04,High,Billing,Billing,Requesting switch to annual billing,We have a question about our billing — we'd like to switch from monthly to annual billing to take advantage of the discount. Could someone from your billing team clarify this for us?,Ethan Park,Walked the customer through correcting the field identifier reference. Root cause was an incorrect field mapping.,Closed,Negative,2.0,No
TKT-002311,CUST-00916,2025-02-10 09:21,Normal,Security,Security,Need audit log export for compliance review,"We have a security-related question or request — an export of our audit logs to support an upcoming internal compliance review. Given the nature of this, we'd appreciate a prompt response.",Isla Campbell,Provided documentation and guided customer through waiting for propagation and reverifying to address an incorrect field mapping.,Resolved,Negative,30.9,Yes
TKT-002312,CUST-00282,2017-01-24 20:28,Low,Technical Support,Account Access,IP allowlisting blocking access,"We're having trouble accessing our account — our IP allowlist seems to be blocking access from our own office network. This is blocking our team from working, so any urgency you can provide is appreciated.",Ravi Iyer,Walked the customer through reauthorizing the integration. Root cause was a DNS propagation delay.,Resolved,Neutral,41.9,No
TKT-002313,CUST-00497,2026-01-05 22:49,Normal,Technical Support,Analytics,Dashboard widget showing no data,"Our CloudDesk Analytics dashboard isn't behaving as expected — a specific widget on our custom dashboard shows no data despite active tickets. We use this report regularly for our team standup, so we'd like this resolved soon.",Kwame Mensah,Walked the customer through correcting the field identifier reference. Root cause was a plan-tier feature limitation.,Closed,Neutral,16.4,No
TKT-002314,CUST-00832,2023-09-10 02:39,Normal,Product & Feature Requests,Feature Request,Requesting bulk action improvements,We wanted to pass along a feature suggestion — a higher bulk action limit on our current plan tier for large-scale ticket cleanup. This would make a meaningful difference for our team's workflow.,Priya Desai,Walked the customer through rotating the affected credential. Root cause was a caching delay.,Resolved,Neutral,19.3,No
TKT-002315,CUST-00970,2021-05-23 04:41,Normal,Account Management,Account Admin,Reviewing our current plan usage,We need some help managing our account — we'd like a summary of our current seat and feature usage ahead of renewal. Let us know what you need from us to get this handled.,Nora Kowalski,Provided documentation and guided customer through upgrading to the appropriate plan tier to address a plan-tier feature limitation.,Resolved,Negative,23.2,No
TKT-002316,CUST-00513,2020-02-25 10:09,Normal,Billing,Billing,Seat count discrepancy on invoice,We have a question about our billing — the seat count on our invoice doesn't match our actual active user count. Could someone from your billing team clarify this for us?,Amara Chukwu,Issue identified as a misconfigured routing rule; resolved by rotating the affected credential. Confirmed working with the customer.,Resolved,Positive,19.6,No
TKT-002317,CUST-00899,2025-04-11 16:50,Normal,Technical Support,Tickets Workflow,SLA countdown showing incorrect time,"We've run into a problem with CloudDesk Tickets — the SLA timer on several tickets seems to reset or jump unexpectedly. Our team relies on this working correctly for day-to-day queue management, so any help is appreciated.",Lucia Ferrari,Resolved after updating configuration — adjusting the widget installation snippet. Customer confirmed resolution.,Resolved,Neutral,21.7,No
TKT-002318,CUST-00682,2026-06-12 22:52,High,Security,Security,IP allowlisting not permitting access,"We have a security-related question or request — our IP allowlist is blocking legitimate traffic from a newly added office location. Given the nature of this, we'd appreciate a prompt response.",Isla Campbell,Resolved after updating configuration — upgrading to the appropriate plan tier. Customer confirmed resolution.,Resolved,Positive,6.2,Yes
TKT-002319,CUST-00202,2022-09-30 00:43,High,Security,Security,IP allowlisting not permitting access,"We have a security-related question or request — our IP allowlist is blocking legitimate traffic from a newly added office location. Given the nature of this, we'd appreciate a prompt response.",Isla Campbell,Escalated internally; engineering confirmed an expired authentication token and applied reauthorizing the integration.,Closed,Neutral,6.0,Yes
TKT-002320,CUST-00575,2026-03-09 15:10,High,Account Management,Account Admin,Need to add new agent seats,We need some help managing our account — we're onboarding several new hires and need to add agent seats to our account. Let us know what you need from us to get this handled.,Kwame Mensah,Walked the customer through upgrading to the appropriate plan tier. Root cause was a caching delay.,Resolved,Negative,6.7,No
TKT-002321,CUST-00698,2026-05-02 05:40,Normal,Onboarding,Onboarding,Help setting up chat widget for the first time,We're in the process of setting up Corvex Cloud and could use some guidance — we're configuring the chat widget for the first time and want to confirm we're doing it correctly. Happy to hop on a call if that's easier.,Isla Campbell,,Open,Neutral,,No
TKT-002322,CUST-00833,2022-09-28 08:10,Normal,Account Management,Account Admin,Reviewing our current plan usage,We need some help managing our account — we'd like a summary of our current seat and feature usage ahead of renewal. Let us know what you need from us to get this handled.,Leo Schneider,Escalated internally; engineering confirmed a caching delay and applied updating the relevant configuration setting.,Resolved,Neutral,7.1,No
TKT-002323,CUST-00978,2025-06-22 01:57,Normal,Account Management,Account Admin,Need to add new agent seats,We need some help managing our account — we're onboarding several new hires and need to add agent seats to our account. Let us know what you need from us to get this handled.,Lucia Ferrari,Walked the customer through reauthorizing the integration. Root cause was an incorrect field mapping.,Resolved,Positive,18.8,No
TKT-002324,CUST-00341,2025-11-26 23:49,High,Security,Security,Suspicious login activity on account,"We have a security-related question or request — we noticed a login from an unexpected location and want it investigated. Given the nature of this, we'd appreciate a prompt response.",Priya Desai,Escalated internally; engineering confirmed a misconfigured routing rule and applied adjusting the widget installation snippet.,Closed,Negative,5.9,Yes
TKT-002325,CUST-00433,2024-05-29 07:15,High,Security,Security,API key rotation policy question,"We have a security-related question or request — clarification on how our configured API key rotation policy affects active integrations. Given the nature of this, we'd appreciate a prompt response.",Priya Desai,,Open,Negative,,Yes
TKT-002326,CUST-00496,2025-09-22 07:04,High,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Ava Thompson,,Open,Neutral,,No
TKT-002327,CUST-00160,2026-04-13 06:52,Urgent,Account Management,Account Admin,Request to deactivate former employee,We need some help managing our account — we need to deactivate a former employee's account as part of our offboarding process. Let us know what you need from us to get this handled.,James Okafor,Issue identified as a plan-tier feature limitation; resolved by waiting for propagation and reverifying. Confirmed working with the customer.,Closed,Negative,1.4,Yes
TKT-002328,CUST-00911,2021-02-21 13:40,Low,Technical Support,Chat Widget,Widget displaying incorrectly on mobile,"Hi team, we're seeing an issue with the CloudDesk Chat widget on our site — the widget appears cut off and misaligned on mobile browsers. This started since our last update and is affecting our support queue. Can someone take a look?",Sam Delgado,Provided documentation and guided customer through reauthorizing the integration to address a plan-tier feature limitation.,Closed,Negative,78.2,No
TKT-002329,CUST-00247,2024-01-01 17:57,Low,Billing,Billing,Seat count discrepancy on invoice,We have a question about our billing — the seat count on our invoice doesn't match our actual active user count. Could someone from your billing team clarify this for us?,Yuki Tanaka,,Open,Neutral,,No
TKT-002330,CUST-00455,2025-01-08 21:31,Normal,Onboarding,Onboarding,Help setting up chat widget for the first time,We're in the process of setting up Corvex Cloud and could use some guidance — we're configuring the chat widget for the first time and want to confirm we're doing it correctly. Happy to hop on a call if that's easier.,Owen Fitzgerald,Walked the customer through correcting the field identifier reference. Root cause was a caching delay.,Closed,Neutral,14.9,No
TKT-002331,CUST-00038,2026-07-30 21:47,Low,Technical Support,Api Platform,Pagination returning duplicate records,"We're integrating with the CloudDesk API Platform and running into an issue — iterating through paginated ticket results is returning the same record twice. Here's what we've checked on our end so far, but wanted to confirm with your team.",James Okafor,Escalated internally; engineering confirmed an expired authentication token and applied clearing cached data and reloading.,Resolved,Positive,105.2,No
TKT-002332,CUST-00537,2023-01-09 23:50,Low,Product & Feature Requests,Feature Request,Would like multi-brand support on lower tier,"We wanted to pass along a feature suggestion — multi-brand widget support currently limited to Enterprise, which is a stretch for our team size. This would make a meaningful difference for our team's workflow.",Finn O'Brien,Escalated internally; engineering confirmed a misconfigured routing rule and applied reauthorizing the integration.,Closed,Neutral,47.8,No
TKT-002333,CUST-00263,2016-11-17 20:15,High,Security,Security,Requesting SSO configuration assistance,"We have a security-related question or request — help finishing our SAML SSO configuration, since our test login isn't completing. Given the nature of this, we'd appreciate a prompt response.",Owen Fitzgerald,Escalated internally; engineering confirmed a caching delay and applied reauthorizing the integration.,Resolved,Negative,4.3,No
TKT-002334,CUST-00058,2022-03-04 07:19,Low,Technical Support,Chat Widget,Widget displaying incorrectly on mobile,"Hi team, we're seeing an issue with the CloudDesk Chat widget on our site — the widget appears cut off and misaligned on mobile browsers. This started a few hours ago and is affecting our support queue. Can someone take a look?",Ava Thompson,,Open,Neutral,,No
TKT-002335,CUST-00077,2022-03-29 12:37,Normal,Technical Support,Tickets Workflow,Merge tickets option missing,"We've run into a problem with CloudDesk Tickets — we can't find the merge option to combine two duplicate tickets. Our team relies on this working correctly for day-to-day queue management, so any help is appreciated.",Zara Ahmed,Resolved after updating configuration — correcting the field identifier reference. Customer confirmed resolution.,Resolved,Neutral,20.9,No
TKT-002336,CUST-00016,2025-05-01 11:23,Low,Account Management,Account Admin,Need to add new agent seats,We need some help managing our account — we're onboarding several new hires and need to add agent seats to our account. Let us know what you need from us to get this handled.,Mia Rodriguez,Issue identified as a browser extension conflict; resolved by correcting the field identifier reference. Confirmed working with the customer.,Resolved,Neutral,38.0,No
TKT-002337,CUST-00737,2018-06-11 10:06,Normal,Technical Support,Tickets Workflow,Ticket assignment rule not working,"We've run into a problem with CloudDesk Tickets — new tickets aren't being assigned to the right team despite our routing rule. Our team relies on this working correctly for day-to-day queue management, so any help is appreciated.",Ethan Park,Issue identified as a browser extension conflict; resolved by updating the relevant configuration setting. Confirmed working with the customer.,Resolved,Neutral,21.8,No
TKT-002338,CUST-00082,2026-05-30 16:30,Normal,Billing,Billing,Update payment method on file,We have a question about our billing — we need to update the credit card on file before our next renewal date. Could someone from your billing team clarify this for us?,Leo Schneider,Issue identified as a plan-tier feature limitation; resolved by rotating the affected credential. Confirmed working with the customer.,Resolved,Neutral,29.0,No
TKT-002339,CUST-00878,2023-12-24 01:49,High,Security,Security,Suspicious login activity on account,"We have a security-related question or request — we noticed a login from an unexpected location and want it investigated. Given the nature of this, we'd appreciate a prompt response.",Finn O'Brien,Walked the customer through waiting for propagation and reverifying. Root cause was a misconfigured routing rule.,Resolved,Neutral,6.3,Yes
TKT-002340,CUST-00150,2025-01-06 00:02,Normal,Account Management,Account Admin,Need to add new agent seats,We need some help managing our account — we're onboarding several new hires and need to add agent seats to our account. Let us know what you need from us to get this handled.,Priya Desai,Issue identified as a caching delay; resolved by rotating the affected credential. Confirmed working with the customer.,Resolved,Negative,13.0,No
